Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
e96255b5-71c1-6b38-5232-af06a2fa44e4,1972-10-03,,999-18-9595,S99992961,X7806790X,Mr.,Fredric73,Ellis535,Zemlak964,,,M,black,nonhispanic,M,Westford  Massachusetts  US,236 Little Pathway Unit 45,Ashland,Massachusetts,Middlesex County,,00000,42.23427834854609,-71.51203182215907,254275.42,45323.75,49479
302f2087-2c27-bf8d-668c-07e7813d7e22,2009-08-29,2018-02-18,999-32-4220,,,,Magnolia736,Olimpia983,Rogahn59,,,,white,nonhispanic,F,Agawam  Massachusetts  US,339 Herzog Arcade,Amherst Center,Massachusetts,Hampshire County,,00000,42.36490941040833,-72.56008329482543,1388.00,33334.68,21046
c4119d4d-9a67-bcdd-a6bd-26943901d239,2016-01-30,,999-87-4104,,,,Carola944,Beth967,Koss676,,,,white,nonhispanic,F,Somerville  Massachusetts  US,355 Olson Harbor Apt 68,Foxborough,Massachusetts,Norfolk County,25021,02035,42.065571682875046,-71.21491823073852,1572.38,20299.82,737
d61e4be2-64fb-38c6-41be-f6bc732f001e,1988-01-20,,999-31-8643,S99976083,X79898395X,Mr.,Burton124,Trey250,Glover433,,,D,white,nonhispanic,M,Danvers  Massachusetts  US,288 Sipes Bridge,Sudbury,Massachusetts,Middlesex County,,00000,42.39366531075051,-71.39822208870619,82624.21,109935.94,130464
d35309c0-312f-e313-6b17-d3f58e779ebc,1954-12-02,,999-75-2033,S99933067,X32461421X,Mr.,Elisha578,,Hickle134,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,461 Ebert Underpass,West Yarmouth,Massachusetts,Barnstable County,25001,02673,41.69572767546273,-70.23252275474839,228087.10,170527.62,33689
3285ba25-48ab-3fb3-c558-e3c49217a761,1974-10-26,,999-62-6542,S99932124,X8106325X,Mrs.,Shemika942,Calandra120,Hammes673,,Cruickshank494,M,white,nonhispanic,F,Southborough  Massachusetts  US,928 Maggio Dam Apt 41,Swampscott,Massachusetts,Essex County,25009,01907,42.4895766806407,-70.94789739996494,228695.41,138499.07,54630
541cd165-c398-be4b-b045-d9ab38441a3f,2009-08-29,,999-18-3160,,,,Tandra334,Loretta235,Schowalter414,,,,white,nonhispanic,F,Scituate  Massachusetts  US,926 Schaden Village,Amherst Center,Massachusetts,Hampshire County,,00000,42.416923084488104,-72.56468050270526,3265.62,54163.75,21046
1e76239d-1cf1-f328-9e54-79f517714d67,1989-10-19,,999-98-6392,S99958839,X80574912X,Ms.,Elidia194,,Heaney114,,,S,white,nonhispanic,F,Dedham  Massachusetts  US,681 Schneider Byway,Methuen,Massachusetts,Essex County,25009,01841,42.732767797510014,-71.15279387972198,10884.65,637858.72,7960
1e4ca010-642c-3e2e-247b-262b6133139b,1959-06-18,,999-29-7746,S99992930,X22991822X,Mrs.,Lyn897,Yahaira79,Gulgowski816,,O'Reilly797,D,white,nonhispanic,F,Amherst Center  Massachusetts  US,872 Bode Mall Suite 65,Plainville,Massachusetts,Norfolk County,,00000,42.013322768577574,-71.29499752174213,20323.75,1537203.90,9101
e949e422-2a91-5790-84fb-f7290377dd20,1997-01-26,,999-54-2452,S99948679,X10966699X,Mr.,Hugo693,Roger751,Zboncak558,,,M,white,nonhispanic,M,Amherst  Massachusetts  US,960 Collins Mall,Middleborough,Massachusetts,Plymouth County,,00000,41.86466616775395,-70.85783022676148,133002.05,536952.86,95549
9674e31c-c39c-f3ee-8f5a-cd1baaf43f9b,2002-06-11,,999-36-4863,S99920451,X88847368X,Mr.,Casey401,Randell912,Will178,,,,white,nonhispanic,M,North Attleborough  Massachusetts  US,267 Johns Road Apt 99,Bellingham,Massachusetts,Norfolk County,25021,02019,42.1223155908236,-71.43957614703812,62831.19,4728.48,86653
0c4f2d24-93e1-f4a0-3c29-c7b9a817ac25,1956-09-06,,999-25-7964,S99980039,X13450194X,Mrs.,Susie661,Thuy136,Greenholt190,,Bergnaum523,M,black,nonhispanic,F,Harwich  Massachusetts  US,916 Considine Common Suite 39,Woburn,Massachusetts,Middlesex County,25017,01890,42.46193614440563,-71.20330712347312,385784.31,687703.57,139934
97727bed-5b5e-4459-4154-d613e993c1e5,1956-05-05,,999-31-8073,S99994963,X55505277X,Mrs.,Rosemary734,Sherry479,Huels583,,Gleason633,M,white,nonhispanic,F,Stockbridge  Massachusetts  US,882 Aufderhar Passage,Washington,Massachusetts,Berkshire County,,00000,42.40196312879031,-73.15192956227,1014413.89,190725.10,85916
df190233-f85c-12b9-e173-e3b1015bec48,2007-11-22,,999-11-9314,S99942250,,,Stan246,Raul814,Smitham825,,,,white,nonhispanic,M,Marshfield  Massachusetts  US,701 Champlin Mill Suite 93,Worcester,Massachusetts,Worcester County,25027,01603,42.26342167615072,-71.83281655607436,2795.86,54862.00,24468
b0d57398-715d-f013-2c20-6dc67f23adb3,1981-01-26,,999-86-5397,S99986681,X39397102X,Mrs.,Mara755,,Bashirian201,,Skiles927,M,white,nonhispanic,F,Pittsfield  Massachusetts  US,738 Ryan Haven,Grafton,Massachusetts,Worcester County,,00000,42.216800927067005,-71.69930360939283,1173234.19,131558.44,103898
5bcfca83-7296-9ad2-c814-9290c9259291,1954-09-25,,999-75-6627,S99998679,X930323X,Mr.,Felton646,,Breitenberg711,,,D,white,nonhispanic,M,Maynard  Massachusetts  US,992 Bernhard Mill Apt 46,Boston,Massachusetts,Suffolk County,25025,02122,42.35605153951744,-71.10997283988732,252884.01,108535.78,69025
804d31f2-97ac-baee-13f6-0205d412b72b,1997-10-26,,999-93-9141,S99912065,X63510998X,Mr.,Wendell199,,Fisher429,,,,white,nonhispanic,M,Littleton  Massachusetts  US,917 Leannon Run Unit 56,Arlington,Massachusetts,Middlesex County,25017,02474,42.4376491227399,-71.13314362585976,58654.94,0.00,83926
72c10203-a5ea-0d12-12d2-d447927cbb0f,1970-05-06,,999-88-8709,S99916338,X35941126X,Mr.,Isaac321,Bobby524,Roob72,,,M,white,nonhispanic,M,Boxborough  Massachusetts  US,713 Powlowski Avenue,Swansea,Massachusetts,Bristol County,,00000,41.7746213191133,-71.23003701981364,200715.07,130741.44,149040
92bf8275-e78f-f29f-ab45-e154bed169dc,1960-01-01,,999-69-3326,S99997139,X82411348X,Mr.,Christian753,Christoper325,Willms744,,,M,white,nonhispanic,M,Millers Falls  Massachusetts  US,906 McDermott Viaduct,Norton,Massachusetts,Bristol County,,00000,41.984668156638705,-71.14420245955318,189434.43,124370.42,169338
ae417cc4-127d-2429-5f03-fe479b113a0d,1972-11-06,,999-57-3337,S99939585,X43785212X,Mrs.,Jeremy766,Cathi439,Schiller186,,Smith67,M,white,nonhispanic,F,Seabrook  Massachusetts  US,363 Shields Byway,Rochester,Massachusetts,Plymouth County,,00000,41.71354266607459,-70.81178028008738,31180.24,680110.80,87655
0e821131-733c-f244-36d4-b2097b458e3e,2017-11-26,,999-18-2777,,,,Damian46,Seth414,Johnston597,,,,white,nonhispanic,M,Boston  Massachusetts  US,784 Pouros Heights,Boston,Massachusetts,Suffolk County,25025,02118,42.30659308669696,-71.14854961941833,16319.90,4234.86,135844
d0f655ac-72cf-cb1e-4d45-bbe24ac0f474,1994-03-15,,999-12-3725,S99958719,X48985372X,Ms.,Teressa589,Jacklyn830,Bartell116,,,S,white,nonhispanic,F,Boston  Massachusetts  US,651 Hoeger Lane Apt 17,Tyngsborough,Massachusetts,Middlesex County,,00000,42.66829936675254,-71.4168931259036,127875.45,490423.60,28352
eda5fb2b-a06f-1abb-41e0-89dae21fc4aa,2010-04-26,,999-77-5211,,,,Harold594,Raymon366,Crona259,,,,white,nonhispanic,M,Boston  Massachusetts  US,492 Lueilwitz Orchard Unit 54,Townsend,Massachusetts,Middlesex County,25017,01469,42.70977964716535,-71.71893058403754,37681.00,31205.53,30334
1111c73c-f9c5-f894-c416-6ca2a63985f8,1997-07-03,,999-45-4457,S99950945,X72295007X,Ms.,Diana207,,Vergara204,,,,white,hispanic,F,Carolina  Puerto Rico  PR,283 Kuvalis Boulevard Unit 14,Boston,Massachusetts,Suffolk County,25025,02128,42.405727001972025,-71.13121644369107,9887.21,706602.12,3591
ee7da1f8-3f77-bb06-8b95-459ea73e253c,1995-04-01,,999-38-3021,S99936480,X63606101X,Mrs.,Karmen270,Karol905,Will178,,Barton704,M,white,nonhispanic,F,Shrewsbury  Massachusetts  US,574 Stehr Lodge,Marshfield,Massachusetts,Plymouth County,25023,02050,42.12713725404038,-70.75451624947344,174611.30,353502.43,143931
cd672523-e000-cc20-bfe6-d300fff3a296,2022-10-09,,999-99-8892,,,,Charlyn749,Johnsie484,Spinka232,,,,white,nonhispanic,F,Framingham  Massachusetts  US,343 Schultz Vista Unit 91,Gloucester,Massachusetts,Essex County,25009,01930,42.57754705845631,-70.63411455869074,5450.94,0.00,99690
e77d7bb5-71d0-3c5d-c4d8-99fac47698dd,2001-07-24,,999-66-5476,S99977944,X39056921X,Mr.,Phillip440,Phil587,Prohaska837,,,,white,nonhispanic,M,Brookline  Massachusetts  US,969 Feest Landing Unit 41,Chelsea,Massachusetts,Suffolk County,25017,02149,42.35045237217144,-71.07339297360946,76832.52,113568.90,29594
05a34a94-5396-9fb0-e634-f3d0edacc231,1960-06-14,,999-78-7631,S99974444,X82195500X,Mrs.,Maranda920,Loura465,Cole117,,Reinger292,M,white,nonhispanic,F,Bridgewater  Massachusetts  US,477 Kemmer Parade Unit 91,Weymouth,Massachusetts,Norfolk County,25021,02190,42.24167264229443,-70.90787286235879,455982.82,1122834.60,26949
02b8ca13-1d04-60dc-fb87-237cf08a445b,2022-10-24,,999-86-2441,,,,Pansy803,Jerrie417,Block661,,,,black,nonhispanic,F,Leominster  Massachusetts  US,120 Huel Light Suite 85,New Bedford,Massachusetts,Bristol County,25005,02746,41.69712800617297,-70.8667541328198,3517.17,2102.67,88020
afa41583-1cb3-c660-4d3f-e81e2cf2950c,1960-03-19,2020-03-09,999-86-7640,S99924671,X53285524X,Mr.,Miguel Ángel46,,Quezada963,,,M,white,hispanic,M,Caracas  Capital District  VE,629 McDermott Mill,Boxford,Massachusetts,Essex County,25009,01921,42.64524716415543,-70.99082505869082,101323.77,494800.07,122797
82c54240-cbd7-df26-a7f9-35ff202861ec,1957-12-02,2016-06-25,999-55-9778,S99935895,X85699983X,Mr.,Kyle55,Eusebio566,McGlynn426,,,M,white,nonhispanic,M,Holbrook  Massachusetts  US,287 Hackett Overpass,Boston,Massachusetts,Suffolk County,25025,02210,42.33813685078755,-71.10447480108648,9746.43,172676.28,5476
246edcd9-7c83-e420-9231-bb9c802c5b16,1960-08-31,,999-10-2616,S99974616,X24252178X,Ms.,Marty115,Lore422,Dickens475,,,S,white,nonhispanic,F,Uxbridge  Massachusetts  US,260 Pouros Neck,Montague,Massachusetts,Franklin County,,00000,42.51844707365448,-72.51245657756267,851414.33,410687.26,58256
27331135-c61b-4ef0-982f-47c626d15147,1974-10-03,,999-65-5670,S99974461,X52890417X,Mrs.,Charlie254,,Wehner319,,Dicki44,M,white,hispanic,F,Fall River  Massachusetts  US,753 Collins Ranch,Wilbraham,Massachusetts,Hampden County,25013,01095,42.12969219040424,-72.48059659026059,310916.51,390210.18,144906
39f11339-285f-e3b5-f330-c75975f53108,2020-06-26,,999-39-1634,,,,Fonda178,Noel608,Koss676,,,,white,nonhispanic,F,Waltham  Massachusetts  US,987 Leannon Byway Apt 76,Acton,Massachusetts,Middlesex County,,00000,42.472222698189,-71.47433174819798,9996.41,295.26,834651
8933b199-b7f2-8de9-cfbe-e031cdf794ea,1987-11-08,,999-85-7515,S99944114,X17005905X,Mr.,Phil587,Norman647,Shanahan202,,,M,black,nonhispanic,M,Boston  Massachusetts  US,756 Breitenberg Village,Boston,Massachusetts,Suffolk County,25025,02115,42.302138596616466,-71.11154471693719,6739.61,74857.71,21925
f1b7dccf-39d6-a169-10c3-04ea5e320bf2,1947-04-10,,999-41-4675,S99994966,X27417021X,Mr.,Jorge203,Carter549,Douglas31,,,M,white,nonhispanic,M,Templeton  Massachusetts  US,1080 Konopelski Track,Billerica,Massachusetts,Middlesex County,,00000,42.54597313278773,-71.2589185945162,209919.80,173114.43,55390
6776cf5a-3c14-301d-ccee-65c404f17d3f,1963-07-23,,999-77-8098,S99999540,X43329841X,Mr.,Victor265,Art115,Rolfson709,,,M,white,nonhispanic,M,Spencer  Massachusetts  US,633 Botsford Mission Suite 65,Attleboro,Massachusetts,Bristol County,44007,02861,41.9737108107709,-71.29741700071943,122106.25,103398.58,24567
ed2ca940-a744-0cb7-9b5a-2f43c45a45bc,2003-01-11,,999-70-1653,S99914853,X18024651X,Mr.,Wm806,Jerrod232,Skiles927,,,,white,nonhispanic,M,North Pembroke  Massachusetts  US,977 Conn Promenade Unit 92,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.442314829105534,-73.32095826470083,47066.85,11646.06,38715
8ebbfdcd-cd90-56e2-c9c3-5a20cbe43b70,1982-03-24,,999-69-8308,S99946944,X79199812X,Mrs.,Lisa683,Robyn562,Haley279,,Herzog843,M,white,nonhispanic,F,Lowell  Massachusetts  US,470 Volkman Bridge Apt 83,Easthampton,Massachusetts,Hampshire County,25015,01027,42.284251177607594,-72.6413736405387,213749.13,308293.33,46424
287f2cd8-258a-9718-1e51-c759afc47f90,2019-05-09,,999-60-3793,,,,Dallas143,Mallie560,McLaughlin530,,,,white,nonhispanic,F,Brookline  Massachusetts  US,265 Olson Flat Unit 8,Melrose,Massachusetts,Middlesex County,25017,02176,42.436936113839714,-71.03201600710909,8932.74,9357.75,117423
41659516-e2ca-7fdb-4457-5a3e2e08938e,1943-08-05,2015-01-11,999-45-8261,S99966524,X79912306X,Mr.,Dane516,Chong355,Cremin516,,,S,white,nonhispanic,M,Plymouth  Massachusetts  US,581 Fadel Route Suite 96,Gardner,Massachusetts,Worcester County,25027,01440,42.59834458827409,-72.02202298325521,20938.63,995738.59,19397
4b857a4a-607b-0558-5fb8-419996ca8813,1964-08-02,2020-07-23,999-61-8850,S99954562,X21857288X,Mr.,Wesley533,Jamison785,Rutherford999,,,M,white,nonhispanic,M,Eastham  Massachusetts  US,282 Collins Vista,Springfield,Massachusetts,Hampden County,25013,01128,42.13021157199291,-72.47291790873129,179086.15,24059.11,81327
8efb5f77-69e0-00eb-ee3a-b8e0a72848f7,2003-03-25,,999-66-9454,S99910900,X65235624X,Ms.,Chantay958,,Abbott774,,,,white,nonhispanic,F,Gardner  Massachusetts  US,315 Runolfsson Track,Holliston,Massachusetts,Middlesex County,,00000,42.232577990178825,-71.46949940537004,6078.24,78238.59,24980
e4aa5558-215a-f31d-13b9-9a3d8010907a,1977-03-23,,999-11-3345,S99949715,X85594688X,Mrs.,Bebe406,,Kuhn96,,Goldner995,M,white,nonhispanic,F,Scituate  Massachusetts  US,291 Mueller Gateway,Somerville,Massachusetts,Middlesex County,25017,02140,42.40862921379841,-71.13200200771676,24052.64,1134487.50,12674
8a07e913-ab78-f22b-1905-22c874b97c63,2008-01-03,,999-41-1205,S99990762,,,Lucas404,Octavio643,Puga7,,,,white,hispanic,M,Wesley  Saint Andrew Parish  DM,553 Christiansen Parade Suite 97,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.441790336073815,-73.23607361913466,44914.26,8081.15,33792
b56f3b91-3a45-453f-d60b-a732da3dceb6,1953-11-14,2017-12-12,999-73-5423,S99938580,X35440000X,Mr.,Seymour882,,Ebert178,,,M,white,nonhispanic,M,Palmer  Massachusetts  US,604 Wilderman Trail,West Springfield,Massachusetts,Hampden County,25013,01089,42.144085266804126,-72.69373725358098,733238.76,225371.84,59593
f4f52f64-fb62-dd95-fd38-c2641257f2d0,2016-05-21,,999-30-7107,,,,Rhett759,Colin861,Bergnaum523,,,,black,nonhispanic,M,Melrose  Massachusetts  US,189 Abernathy Center Suite 24,Ware,Massachusetts,Hampshire County,25015,01082,42.31022482959607,-72.2845113330392,24020.29,1846.83,57076
a1695409-f6a6-8718-9e48-5ff97ceea8f6,1976-03-19,,999-11-6864,S99980647,X36877841X,Mrs.,America446,Johnette525,Kulas532,,Bruen238,M,white,nonhispanic,F,Northbridge  Massachusetts  US,665 Braun Wynd,Dracut,Massachusetts,Middlesex County,,00000,42.70905020984673,-71.28185737177895,744225.87,601435.86,58269
8e52a075-3f98-2682-930a-d77885dda06c,1964-08-02,,999-70-5085,S99910305,X54160606X,Mr.,Reggie481,Dominique369,Reilly981,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,912 Ward Pathway Suite 24,Springfield,Massachusetts,Hampden County,25013,01109,42.09554544072742,-72.52591173626419,180262.23,17437.07,81327
bbcc6c4f-f007-a027-d093-6fa3f608f1bc,1977-01-24,,999-93-8194,S99955498,X58142151X,Mrs.,Monet875,Su690,DuBuque211,,Boyle917,D,white,nonhispanic,F,Boston  Massachusetts  US,522 Grady Corner,Belmont,Massachusetts,Middlesex County,25017,02138,42.38883547522019,-71.18256785778884,508271.07,372424.96,103816
a8824d52-ea99-4192-9062-a47c1f7d2c27,1991-06-20,,999-63-2982,S99914781,X3086118X,Mr.,Clark193,Jack927,Spinka232,,,M,white,nonhispanic,M,Provincetown  Massachusetts  US,345 Gusikowski Extension Unit 72,Danvers,Massachusetts,Essex County,25009,01937,42.60081728942342,-70.96311208991679,69787.96,21779.55,163964
f704af79-dc05-41c6-f7a0-82ebd06e8702,2021-03-08,,999-65-8514,,,,Ana972,María Cristina383,Zambrano764,,,,hawaiian,hispanic,F,Caguas  Puerto Rico  PR,753 Bode Burg,Dudley,Massachusetts,Worcester County,,00000,42.062066452114074,-71.96735948333958,7081.94,3290.17,46207
56b491b7-164c-d18f-bc43-7ac6a33073a8,1989-08-31,,999-41-2958,S99914753,X53432116X,Ms.,Jacinta658,Gidget756,Schaden604,,,S,asian,nonhispanic,F,Waltham  Massachusetts  US,820 DuBuque Key Apt 33,Boston,Massachusetts,Suffolk County,25025,02134,42.28407026467013,-71.08789807738694,119913.72,461392.54,46295
d32b34d9-a801-232e-537b-827e8fe49f17,1968-01-04,,999-67-9253,S99921544,X74584236X,Mr.,Pierre431,Armand155,Mertz280,,,M,white,nonhispanic,M,Easthampton  Massachusetts  US,971 Crooks Route Apt 79,Harvard,Massachusetts,Worcester County,,00000,42.509383605930694,-71.5845966646547,221171.02,133518.95,190105
32f9265b-9cfe-03d8-fe4b-4276f0a8f3ae,1943-08-05,1999-01-13,999-58-9008,S99982716,X20410571X,Mr.,Antonia30,,Wilderman619,,,M,white,nonhispanic,M,Amherst  Massachusetts  US,935 Corwin Forge,Gardner,Massachusetts,Worcester County,25027,01440,42.56854226134565,-71.96964492416433,20724.86,317820.45,19397
